,1,2,3,4,5,6,7,8,9,10,11,12,13
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-02,136.21287978034098,60.101108899234,105.532665043349,94.69350269971409,31.7147359485449,417.486330645093,92.2294631768869,84.36315160950629,89.21775713586528,0.0,348.957512117041,67.2738115776327,0.0
2015-01-03,86.61273834705841,56.997327890695104,122.02978847608601,70.57083099235899,28.8775464904988,565.906154246555,113.65205555764999,86.7768032349172,126.642524153911,0.0,223.230036129674,50.2759146279662,0.0
2015-01-04,0.0,56.24027562690829,103.763695234588,28.0755810050825,36.6195992729887,998.115917782013,247.416366089888,143.844307424865,150.46465085609302,105.38193028592899,371.509104779431,145.089902740752,0.0
2015-01-05,137.294270565312,95.70311422141751,184.196463316172,69.9760955800261,10.880188429633698,385.71696095130096,69.5290946805013,117.984071107216,103.207991298696,0.0,274.69537107517505,64.8074243831889,0.0
2015-01-06,108.51474753541099,112.40616374800301,164.94678802739202,74.7488766469092,3.78948250671362,371.927911539844,56.4328050971955,86.0576090317343,104.325271326218,0.0,252.67027756738898,67.2424455651047,0.0
2015-01-07,128.456626515791,71.11075055023271,133.803855305983,81.32367736995279,29.1682778529322,337.906597233412,74.4279578772004,92.8198172018105,83.0887647377356,0.0,309.665637205983,81.4257321120131,0.0
2015-01-08,130.779543671198,111.62266166156799,186.845961782989,50.0787168978558,27.2758762005591,377.071080330553,75.3733357817053,104.50051507076799,81.1071938131113,45.3169675557932,340.852725243795,84.1620030286112,0.0
2015-01-09,100.87550551652001,37.252558767031495,107.095400030642,49.9732397711753,0.0,327.13922301141497,59.876746031999595,97.6590763025633,102.603270315749,46.7306178649381,280.82088538193,103.45610233571699,0.0
2015-01-10,113.75182694040501,54.0119970366701,82.43895496674129,102.82194512024999,25.6292177011005,598.4235490035579,141.650558578235,105.06884070893899,136.309866254163,0.0,262.138497411662,83.11763981797209,0.0
2015-01-11,0.0,69.9084434072139,102.344223484263,58.4498270846513,24.446913449365898,1070.84428583872,304.578252517394,127.813763193295,151.641881223692,141.939292555437,334.390928261092,187.640945451218,0.0
2015-01-12,104.82769868916401,46.7292686010165,163.159557964782,53.3427879736926,11.9519250703232,317.47648802968,60.5953970662815,71.1657163135725,92.27112792478991,0.0,265.47515754145803,74.8715790994376,0.0
2015-01-13,114.95502394183701,65.08897786989161,102.6679703296,44.1456054885808,23.2378317877986,326.56796602767,48.56348202012771,76.428414431273,95.79221666618228,0.0,270.59266903914,71.6685543103264,0.0
2015-01-14,110.836350326353,51.1759023736687,118.61470010488001,70.10277676340239,26.6760556108437,302.491399535681,46.4975379973205,68.45398200547889,107.26257310225401,0.0,327.985844966269,88.930268470163,0.0
2015-01-15,133.830047712423,64.9828128852054,140.469892964506,37.6723150057011,29.198700430637103,379.47479970207496,89.5141381447362,88.9485532952699,112.12076828580099,0.0,380.932806290615,104.534341809331,0.0
2015-01-16,110.404234569915,61.1638559583698,130.278099271842,70.0393886015186,25.6552104050221,315.503341435609,61.6182301395276,94.22424701908591,117.413321977092,0.0,345.84988014188303,117.724498284585,0.0
2015-01-17,114.68917879850001,68.50743112902501,104.95511697221501,75.9638669407985,20.233923036607198,631.7816511988331,139.55386807357002,100.238339462733,121.01077620449,0.0,220.95541614879397,61.09305219828261,0.0
2015-01-18,0.0,44.4156645486255,114.202368180677,62.7243437280787,30.8787442397762,1173.1909650605498,320.426037246583,159.6615221133,179.65797068546902,131.151805656204,332.715233992479,192.428412401582,0.0
2015-01-19,112.097080685454,80.8540832888606,145.279620257026,56.7431988914266,0.0,300.210937264848,83.6851111627898,92.725835986024,93.0371677757914,0.0,254.801025865204,100.023045940757,0.0
2015-01-20,107.178343802645,69.2399290232198,114.36480340192,59.0406406287971,18.8742087020413,245.279544649958,69.54210717377241,102.266417542875,101.53188857559601,0.0,222.740576190813,66.12330886498839,0.0
2015-01-21,116.08125146866001,62.42204811912949,124.07250667263901,48.0237002446051,0.0,315.266696583416,63.229774405606,78.796340433701,109.72985201653499,0.0,249.520341402966,114.90921401052401,0.0
2015-01-22,132.852933576586,78.46906683140399,122.67378204056601,86.980596891366,31.5372930281594,365.45991305763704,75.0843959618497,95.4193921087833,111.03291646933901,21.8373323308257,398.02050398709,86.8755067685952,0.0
2015-01-23,108.938622794375,72.5605907691171,139.83094915060602,102.09083866210399,25.7429549705916,329.964980010921,70.74752157078309,115.92975295959101,97.7646440657987,42.9442742979907,347.904897036177,107.781219893261,0.0
2015-01-24,117.182262185656,70.4644251063247,133.037953872718,82.8023684666545,31.0622980365452,675.121768351138,166.125181232368,79.3552750507521,132.8656451537,0.0,317.538403314134,73.53135593279059,0.0
2015-01-25,0.0,77.9838529020289,80.2188204957196,57.3738266431951,30.3954527327727,1150.1265798276402,304.200092940957,165.125226830354,207.369448661282,155.303270149079,270.081516350411,223.335886069792,0.0
2015-01-26,118.79469658619699,48.083368478050794,116.39156642571999,80.24495299980691,5.16213416827807,297.887258137498,64.5086087313021,83.20532797750641,103.68156418410801,0.0,227.421874828951,109.291389775219,0.0
2015-01-27,111.450995652553,68.1626469265146,109.294670296866,66.7296385309724,32.3116321082152,293.028894215175,65.776329311168,87.10527980101101,96.0722514569197,0.0,269.168110264922,121.333223843963,0.0
2015-01-28,77.6267690152773,70.8633988357047,132.091302279652,73.7979234904403,6.747667000022429,325.363591213031,69.498613633449,63.143161946590205,101.846871747472,0.0,270.376052901883,112.002441617997,0.0
2015-01-29,132.77026446292,56.3462832516351,140.233896228352,61.901052398392494,23.7897165576275,349.387402797901,94.1547028328425,75.70174043348258,93.02644590036141,81.52032629948529,389.05025893155295,90.38244502050829,0.0
2015-01-30,111.656551656298,107.40095535538401,155.41362802369102,85.38935897826259,34.6716013326755,360.191233091653,95.90345273679459,107.59280368748699,0.0,66.7881114135262,277.09620701321603,137.958450957297,0.0
2015-01-31,115.30969378815,38.3380163149033,124.96083328978202,85.5476675822707,22.475494639651103,742.6941227036999,174.820043930335,86.4897429626309,110.281371766245,0.0,321.82372438436903,102.38338262268299,0.0
2015-02-01,0.0,40.8315843193744,106.10852517234899,0.0,25.306986386596602,1072.2716921221902,290.847055620842,145.615808452957,240.447539063795,136.902799374394,315.97896605799,217.293680912787,0.0
2015-02-02,134.514912433332,86.5036167232083,174.484673523391,55.1881875332542,34.1628071419337,336.145183499454,62.4652230894932,85.44760107443508,84.02904779569909,87.2974740352266,345.74714267435206,78.6404663148172,0.0
2015-02-03,100.045095378734,78.8921936306,146.556046989853,43.987945152042705,14.1013158104541,364.101893383814,67.6934130009839,83.8940756029018,93.27497734305,98.91798240682819,386.592593561932,74.758724989185,0.0
2015-02-04,125.527021433813,66.39280639383229,133.356033435695,58.5398595352044,0.0,394.69494067681296,85.34410434083141,72.49514654001409,103.178384444861,86.2309905996366,389.579687941364,69.9659207183039,0.0
2015-02-05,154.808293134237,123.121193878413,203.298187323253,75.8475419508042,23.830119271684698,411.899256413991,75.4485174895911,96.0233841956784,76.0447544561043,78.5633712852388,519.5225582699591,68.906516666643,0.0
2015-02-06,120.366321908792,76.0806984139939,150.584046348974,93.13540524113701,22.0664247070603,342.133608844853,85.2018421750678,98.42249877157741,0.0,161.60742102959802,490.207265692286,96.3075836621426,0.0
2015-02-07,106.208316242195,65.3604127130875,99.1345491164918,67.9293306026529,21.5965111864755,728.837741054771,177.396198666123,92.7703648315657,0.0,120.34947840530701,350.449255486475,77.83915689331309,0.0
2015-02-08,70.5939395987327,72.7822283161911,95.33780654060119,37.3154043271781,12.7188524796629,1156.49499458653,337.575409438422,156.164835005872,203.428750064265,399.096217074104,504.78005207479896,173.056015281222,0.0
2015-02-09,152.282096252752,94.64096522674879,155.100959108002,75.07015946527329,4.286446412758081,336.797128583465,102.224919045478,112.160408657937,104.891872919924,88.1840280443762,355.448717279381,73.7479803127323,0.0
2015-02-10,111.879389627013,88.2972270566235,107.404856077519,63.6481646187737,32.9098860877916,374.74712069951795,64.64829847086571,95.23576703523051,81.231403394479,50.5658999400325,405.83510836613505,45.146957279538,0.0
2015-02-11,115.096517826252,39.518642926507894,128.967999560634,55.1760739259919,15.604916279991699,345.869750344734,76.3687218048213,115.57329073013099,0.0,92.1432163836088,326.816628304253,92.1084072560542,0.0
2015-02-12,144.905215590973,113.40495885552001,176.53010251773898,74.2546253737249,34.898828395457805,434.29199342250297,96.0421635218513,88.11151137468609,0.0,79.7556870425116,518.588727020373,78.0273644535263,0.0
2015-02-13,141.42682189557,63.43289999762649,144.914026398999,80.6163668082686,4.55997347928306,393.959989871641,76.06114745557659,111.14739012347601,0.0,112.91626985806101,462.11041797624,95.63524337121001,0.0
2015-02-14,131.343694126968,74.5906568559946,150.313755189052,74.0234422042921,19.341035832806302,760.025926379574,198.67844335433,85.09367629974301,0.0,112.621007438342,390.568565618866,63.4668646232681,0.0
2015-02-15,79.5051484078148,39.8245380415855,103.856272506024,49.7243407152894,24.0214993788974,1242.68531036913,304.859056026689,133.707874172222,150.890485151819,378.112105750491,451.986337949602,173.588460242209,0.0
2015-02-16,139.252709068821,109.09343957038999,169.163853395366,58.94015838970961,21.303982534262897,386.931835520737,69.621368503117,70.5268221381471,75.9513868765508,96.06227164844739,425.954871682742,63.364701679489,0.0
2015-02-17,115.019349243798,83.63821909330109,151.202137066059,61.2971379524971,27.2395052286422,376.189974201819,74.7507234302812,119.00347729774401,93.9183308452776,93.9498143289793,331.700733714871,71.2072069146125,0.0
2015-02-18,90.79078578334651,58.255963843020105,140.782484797554,46.8661746857401,9.96457440184158,356.619114433941,86.5012093578634,79.5284725766561,0.0,82.303742826971,393.799272070094,53.755866795306,0.0
