,1,2,3,4,5,6,7,8,9,10,11,12,13
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-02,88.02374995976558,84.63319036885541,115.15762109045299,58.999278618245704,66.6876517194407,505.565568778767,235.59744327259102,87.75901322433029,66.3330829881218,0.0,249.33119342821098,36.97280092152,113.34309535765499
2015-01-03,78.2662158926818,77.21342992718091,116.124551914392,54.122405747768795,70.3035159968787,514.381142255829,223.241951868287,86.99190631297009,47.2998560962555,0.0,196.438985497569,52.6027660154658,109.207362868062
2015-01-04,0.0,89.17200291529329,89.7021330581357,32.8803691261029,0.0,643.952028913357,281.550764521823,76.1099024320428,0.0,193.858932831113,231.631498890377,108.559539600133,124.08961270690399
2015-01-05,86.40422440921459,69.4285599569848,151.66378948260902,48.803531433566896,0.0,327.701176646787,193.441523523049,108.82598286777001,65.9986779173745,0.0,234.394776984308,0.0,102.294044400361
2015-01-06,83.6246877654453,56.745185532288,129.928682439887,31.0688557783844,0.0,316.310219909386,159.838121011787,103.72948747069,59.1651505326385,0.0,178.31855985233298,44.629063234467296,99.9258868554899
2015-01-07,61.0526173030332,67.9850124358394,118.176164768201,13.253353108096302,0.0,295.845037539163,169.81073988834498,102.69004741098301,40.2978560674971,0.0,203.846388772431,45.45274317295589,0.0
2015-01-08,79.82478380367209,57.94934767877189,91.97078846075671,68.0480717566173,0.0,287.790010047553,144.630287134407,86.0913924069653,57.6015071338164,0.0,170.361332668946,51.965896131300894,0.0
2015-01-09,81.83717505101629,86.05965688373979,104.70471046546899,18.964155131775,0.0,299.47963387107995,169.054984879557,68.3937656273783,54.501352036399204,0.0,156.753337436989,57.8032947705005,0.0
2015-01-10,64.6737066320128,50.0149988360307,72.9707394143832,53.6188457538728,70.1577218964831,359.076599283573,192.614478224309,69.57940723253179,73.5165546174528,0.0,190.755929449138,88.6284883702428,0.0
2015-01-11,0.0,65.6067968264825,82.84745672953841,37.4223018850086,92.1487701506342,564.922075327594,233.410402325488,59.7131312535332,83.19797213900141,144.993475814012,171.337440703525,138.29258465754998,0.0
2015-01-12,64.9536931767253,70.28875978702371,105.33884544270398,43.440743782903496,0.0,248.29768303763902,148.094754011919,76.23010350606249,46.6993046611638,0.0,143.66367837324898,28.088837303491502,0.0
2015-01-13,89.2134060917172,49.9703549709165,89.1171738938114,45.7959369780098,0.0,270.955755182734,146.139367204532,80.3648748012931,42.628797544211395,0.0,174.32939357829102,53.0024366083109,0.0
2015-01-14,88.3196850281646,39.9871149435893,78.5068326938013,24.1062821343425,0.0,267.397130403907,173.30879369359297,61.1311440798948,57.5194212391942,0.0,167.046432677097,31.903633514050004,0.0
2015-01-15,78.7079680544296,78.9572027176445,106.388822158542,37.201678786125605,0.0,253.94558048000198,160.76201811166598,61.2776838068096,57.288364926086,0.0,184.25458875656102,31.9519597899619,0.0
2015-01-16,82.841189103587,55.8504935739556,110.638750312422,55.65242114372111,57.864430833766,334.594842569788,162.958302854112,92.7070339607271,47.757376729035904,0.0,222.677045089189,70.2082134731252,0.0
2015-01-17,61.530646691117404,58.358417455567896,97.6268893183469,42.810368412101,0.0,463.457041267276,179.513432543541,101.292618270679,0.0,178.79786456335498,287.013656707343,50.3412482409929,0.0
2015-01-18,0.0,51.8781417699258,89.8788628347473,0.0,67.5207800075053,598.401472178045,259.946399340668,54.672220891714794,88.0622624056212,238.019901952046,164.42989558668302,128.67900995084102,0.0
2015-01-19,88.24787985889222,81.8416537669249,115.67559166850799,55.75310742809529,0.0,308.055462772316,178.357670843432,85.697363021995,65.065928928972,0.0,165.80513309161,71.4092615078569,0.0
2015-01-20,89.15450564044208,68.521310006669,107.31248297118499,37.664340595896,0.0,292.989257162844,154.295232701635,75.0703190714636,36.7304468546403,0.0,202.369266289045,87.1414097219501,0.0
2015-01-21,69.9495745048869,69.5423524412675,126.774642391698,41.8382044811725,0.0,268.912801258171,162.340976839941,91.0799199044487,37.048242629237706,0.0,190.002278108919,73.8885554733686,0.0
2015-01-22,77.6624565242313,55.866460622663205,102.48093318243001,62.829468554857904,0.0,280.453761855619,156.869595781927,69.8107425091532,68.188940877516,0.0,236.90630356891103,54.463759063377104,0.0
2015-01-23,71.9212580169765,83.02705400149979,86.9339890891861,59.6330942161492,0.0,273.268026726394,152.03842975843799,73.3937157877443,58.959952770033105,0.0,202.542989381152,61.06047733668571,0.0
2015-01-24,77.6773086873179,76.0636740064458,113.808672050709,62.66552198431889,54.759895906323,393.86976653478996,207.50514277248402,73.6383925252935,42.4332685921014,0.0,250.491855814327,137.077995628676,0.0
2015-01-25,0.0,53.938515568500996,97.55236027409781,28.0734745759636,55.341307159132,582.798906473524,259.229639581256,82.06328494457058,84.64228717665529,179.555658474841,221.879257250439,210.098953957438,0.0
2015-01-26,76.5023451287097,83.839299758458,117.338941980964,40.4058801061042,0.0,275.409328085607,168.684831938256,86.8236585635616,50.2493812085921,0.0,160.59216421978599,46.6299664495148,0.0
2015-01-27,71.8959994682203,64.7105521081677,103.54314069993,33.739606173961896,0.0,287.975981592873,159.787351306739,88.59753730920471,74.75943256234679,0.0,168.583238796237,46.093113798153404,0.0
2015-01-28,73.5804415739057,78.3654363348125,95.3848675695141,35.7613713009652,0.0,306.078536681413,165.934007050082,101.075447729513,60.9650469370887,0.0,206.848082289855,62.7745018419384,0.0
2015-01-29,69.6113512038611,102.406094338957,110.12380139577499,42.5095242060459,0.0,283.741717033088,159.146097148586,100.04201909283701,45.2097267526501,0.0,199.487489820459,68.9163594801045,0.0
2015-01-30,84.0327091279227,59.8785391145164,99.2604543016901,33.6117067246209,0.0,332.985201978315,187.96942828842302,89.5234444079997,63.013711246111,0.0,200.666974483611,63.49493087333139,0.0
2015-01-31,78.8393432654256,48.136623444768496,113.809908821516,56.44530128814879,0.0,428.39361171516504,189.85192500389098,112.409962381866,68.9687696329059,0.0,354.25667524457396,66.9014916213793,0.0
2015-02-01,0.0,48.56466288064771,87.7981700469429,42.92073052943871,56.1847005800027,650.950244536138,253.628003755095,70.1726691557068,88.93271734127491,195.738997750222,216.735694092141,152.600282164643,0.0
2015-02-02,91.6413021368903,89.00910509780759,116.473398955789,50.6611335022227,0.0,327.116597636828,158.136088735963,89.8617793169569,0.0,188.379753567308,218.996588181974,45.3785938329495,0.0
2015-02-03,82.0236915631815,79.7778454694827,120.06518727872,24.9094755432514,0.0,281.736457489798,154.46830578423,96.38417700021229,0.0,146.132303400209,252.85800102698502,24.180515193349105,0.0
2015-02-04,75.17651063128649,94.3583799100296,105.521178459925,31.432090848499797,0.0,258.800330084316,179.59184926160998,80.8246401316064,0.0,195.607694003777,234.648202900232,46.803991309791606,0.0
2015-02-05,76.1172379737852,72.92373256905591,119.171347340423,37.7544087204596,0.0,274.47294164540403,161.50308501776698,55.10527343155021,0.0,164.14454972606399,236.26743220373902,38.779234282484495,0.0
2015-02-06,89.34639352412809,71.778279478535,97.94106184519251,31.4987725165268,0.0,305.42355057489897,158.68430197014,91.15581248485479,0.0,268.158189590584,310.621273003526,65.4289560892947,0.0
2015-02-07,106.76671159662901,74.77472645315471,96.22810446070079,49.8818343316484,0.0,390.08345350993204,194.88330385237597,60.51222245424751,0.0,191.401512143984,272.18873305979304,45.82986621274671,0.0
2015-02-08,47.2828572309875,53.0420421583211,106.599839526479,33.3289118371176,77.831214774121,566.273696587611,265.072959362063,79.6909895438851,64.3150079069327,286.781945795159,374.498320734732,88.40702550460252,0.0
2015-02-09,65.70266491402471,66.9040157671534,97.5746472189858,27.980388974193602,0.0,278.484064936665,162.69782698084998,58.7324816417673,0.0,188.497484094856,201.566446848699,0.0,0.0
2015-02-10,68.8537423137525,70.10675550272221,96.7767948750125,41.5697835097605,0.0,262.32741650542005,176.205219037795,66.17939001667729,0.0,201.15775852579202,209.702500205662,43.5028124637764,0.0
2015-02-11,86.7134627707111,49.6800233953884,86.4953370594318,45.5683710627468,0.0,269.651767139723,150.418909987099,81.274362776086,0.0,184.41578740685298,207.162467860064,37.399285110352004,0.0
2015-02-12,95.0678786623343,95.1818483953112,98.37328001331079,26.060563979047398,0.0,273.861061249812,153.252600700274,68.5442939077818,0.0,169.288775031079,193.877964324271,43.996990485038296,0.0
2015-02-13,88.6153062573114,74.26488203865371,87.2475644169285,39.769401834656,0.0,275.808161508277,156.216144295993,63.52119672065891,0.0,207.58483132789902,231.79040700141002,47.262415156070794,0.0
2015-02-14,83.57100659289759,36.386348452365496,86.58188981341,25.341327511403602,61.492768417093295,432.83610802690595,200.45903990276298,103.44498033692301,0.0,262.405649119596,284.947246126221,53.6799950099731,0.0
2015-02-15,55.549763085163,68.0732535943252,88.42113846091749,40.9607289476666,67.8622688701338,474.73733120687797,235.263743150429,64.4573287328408,0.0,247.36120387326199,245.50266468091098,107.17280866893,0.0
2015-02-16,85.75070156728009,56.80886005733021,117.33462677883999,44.1998115602657,0.0,320.178369392822,173.965332028623,97.8745120984119,0.0,163.991923469733,205.06270005566003,36.3960351632101,0.0
2015-02-17,74.7540142980404,75.2667696249483,95.330355429953,41.512664655475604,0.0,271.620830873278,160.555535751231,72.4163270106912,0.0,175.435724530787,243.390961263611,55.245566141636495,0.0
2015-02-18,78.1306028432119,66.7076941848802,104.080654752686,43.5300787836209,0.0,262.287567483335,155.693123069328,80.92974809042751,0.0,161.461737643726,223.644138278919,52.4481718882298,0.0
2015-02-19,77.25324473280371,81.3009464404956,113.24351392863599,52.1096927115329,0.0,266.703692341451,177.131262710744,70.7329729198336,0.0,196.252508039823,240.265360255809,45.700982844006205,0.0
2015-02-20,74.1409222215371,65.4701122564993,115.87942050477899,52.1294742591502,0.0,275.77283295798196,163.528687516309,82.0709960907744,0.0,192.613063168721,224.37545821655,31.7751270741405,0.0
2015-02-21,78.27029772097241,61.283733801099004,109.410903807891,60.182480294040296,0.0,387.76310039172597,174.234040614043,78.1114360466233,0.0,195.11230931464002,225.672181285412,60.8344980287035,0.0
2015-02-22,66.5665271300506,65.7367411331231,93.4465660095557,48.6224127346068,55.3365554302151,555.365372431601,255.091016238494,85.24131757444749,0.0,399.988542915631,391.33329508545404,67.9365823024592,0.0
2015-02-23,87.4516507489361,77.51091326830259,69.7800857646173,30.883720111333197,0.0,238.73265166852997,151.828063029915,72.5605197456632,0.0,150.119110603086,156.125845888151,36.1450708272008,0.0
2015-02-24,88.1587061370838,73.79772648470241,91.0095059721123,62.135494098139404,0.0,267.708807070347,152.476605145056,47.60772586124829,39.743257447296294,134.459318790942,136.832843929873,66.97806923514689,0.0
2015-02-25,73.60488721481249,79.92007572200271,87.7768214523937,39.332196658185296,0.0,245.60405114450802,123.28665995568998,83.47393567618,48.987770615595295,0.0,181.495477750975,47.039173303176796,0.0
