Datum,Warengruppe,Umsatz
2015-08-18,1,134.573544641372
2015-08-19,1,135.74904013016
2015-08-20,1,121.840995733222
2015-08-21,1,128.448235535525
2015-08-22,1,80.1227057965369
2015-08-24,1,165.455189137465
2015-08-25,1,139.306061533792
2015-08-26,1,130.118433105241
2015-08-27,1,133.703673028372
2015-08-28,1,165.387187432771
2015-08-29,1,142.901418287372
2015-08-31,1,137.873756175101
2015-09-01,1,146.224630241138
2015-09-02,1,122.90607947293
2015-09-03,1,176.461341882765
2015-09-04,1,131.441129644493
2015-09-05,1,149.132069723592
2015-09-06,1,79.9680862859361
2015-09-07,1,215.898016629291
2015-09-08,1,114.356628819419
2015-09-09,1,134.086135236988
2015-09-10,1,102.556470217508
2015-09-11,1,127.462465658604
2015-09-12,1,97.9931801305036
2015-09-14,1,193.87015414983
2015-09-15,1,160.476797502731
2015-09-16,1,131.819806330352
2015-09-17,1,141.344526648912
2015-09-18,1,134.324036066686
2015-09-19,1,119.379119103479
2015-09-21,1,159.916206916054
2015-09-22,1,166.787737705229
2015-09-23,1,155.806657116485
2015-09-24,1,135.21843860381
2015-09-25,1,135.316557652949
2015-09-26,1,105.929067307223
2015-09-27,1,78.2855697304133
2015-09-28,1,148.758751963889
2015-09-29,1,160.068842712048
2015-09-30,1,135.30991911254
2015-10-01,1,168.957752114137
2015-10-02,1,158.834835318572
2015-10-03,1,170.185309837495
2015-10-05,1,204.273547081568
2015-10-06,1,209.394385260362
2015-10-07,1,154.524549992502
2015-10-08,1,206.820797825676
2015-10-09,1,242.449527447449
2015-10-10,1,194.957206033965
2015-10-12,1,198.916806700614
2015-10-13,1,205.669651941011
2015-10-14,1,244.121765994489
2015-10-15,1,151.528601879458
2015-10-16,1,164.823478375917
2015-10-17,1,136.476669379543
2015-10-19,1,199.052553883289
2015-10-20,1,173.186463438927
2015-10-21,1,142.617697799659
2015-10-22,1,155.534423352313
2015-10-23,1,170.723269476629
2015-10-24,1,170.469614902216
2015-10-26,1,158.863927151221
2015-10-27,1,155.681383778376
2015-10-28,1,154.073969058783
2015-10-29,1,120.117453024913
2015-10-30,1,157.259164166842
2015-10-31,1,130.471466758436
2015-11-02,1,198.881774011036
2015-11-03,1,140.834951543494
2015-11-04,1,160.810172138648
2015-11-05,1,127.060744466817
2015-11-06,1,112.524093408076
2015-11-07,1,131.771531909152
2015-11-08,1,85.6142049170194
2015-11-09,1,178.56452671474
2015-11-10,1,142.831036810523
2015-11-11,1,95.8932766285212
2015-11-12,1,106.556392181651
2015-11-13,1,132.853277984804
2015-11-14,1,101.294586159088
2015-11-16,1,158.214425201552
2015-11-17,1,151.174295479808
2015-11-18,1,145.506346126408
2015-11-19,1,95.8952973497775
2015-11-20,1,110.01326491878
2015-11-21,1,113.907831065676
2015-11-23,1,181.316081913387
2015-11-24,1,139.877615041859
2015-11-25,1,148.653422892718
2015-11-26,1,125.447057745237
2015-11-27,1,117.834575046411
2015-11-28,1,166.172147182396
2015-11-30,1,149.490111038736
2015-12-01,1,118.917341978042
2015-12-02,1,193.375616577407
2015-12-03,1,122.325119873224
2015-12-04,1,178.770380048049
2015-12-05,1,155.727854145822
2015-12-07,1,184.770873761751
2015-12-08,1,145.202733137686
2015-12-09,1,135.366096939723
2015-12-10,1,127.04028451613
2015-12-11,1,107.886763552761
2015-12-12,1,159.883571422664
2015-12-14,1,173.782471968198
2015-12-15,1,158.941118012437
2015-12-16,1,154.444183035213
2015-12-17,1,143.937587526061
2015-12-18,1,175.798679975968
2015-12-19,1,156.415039586121
2015-12-21,1,123.084176918775
2015-12-22,1,147.976937437305
2015-12-23,1,141.309350937403
2015-12-24,1,115.806599505025
2015-12-28,1,196.354060011955
2015-12-29,1,136.371018789061
2015-12-30,1,141.646116803403
2015-12-31,1,114.752216076124
2016-01-02,1,139.966016772241
2016-01-03,1,58.5726552307606
2016-01-04,1,136.87758885199
2016-01-05,1,104.850804999291
2016-01-06,1,125.088261954354
2016-01-07,1,104.706934096935
2016-01-08,1,83.6045507246795
2016-01-09,1,146.863603473487
2016-01-11,1,143.155287515017
2016-01-12,1,116.127425167502
2016-01-13,1,141.770141106937
2016-01-14,1,140.208140321065
2016-01-15,1,108.027703619682
2016-01-16,1,126.155847021344
2016-01-18,1,191.93399859257
2016-01-19,1,146.94876960241
2016-01-20,1,111.328653201463
2016-01-21,1,118.993100463084
2016-01-22,1,125.304226915657
2016-01-23,1,106.423285408397
2016-01-25,1,187.963964794505
2016-01-26,1,124.013836048678
2016-01-27,1,88.9722472204029
2016-01-28,1,111.090069012828
2016-01-29,1,118.511666259924
2016-01-30,1,94.8921162182077
2016-02-01,1,129.574449766052
2016-02-02,1,167.688244170116
2016-02-03,1,156.280494185036
2016-02-04,1,124.915649566662
2016-02-05,1,151.641465470401
2016-02-06,1,112.773670512811
2016-02-08,1,149.543440123658
2016-02-09,1,146.656009878119
2016-02-10,1,141.137813652213
2016-02-11,1,148.84232741039
2016-02-12,1,119.221561952673
2016-02-13,1,134.857045432377
2016-02-15,1,163.034818156527
2016-02-16,1,137.949980426938
2016-02-17,1,125.617320859326
2016-02-18,1,123.075589549684
2016-02-19,1,140.478599459029
2016-02-20,1,110.516800269527
2016-02-22,1,110.038411208411
2016-02-23,1,134.097812607997
2016-02-24,1,119.653670547875
2016-02-25,1,88.9380705829707
2016-02-26,1,146.427332686614
2016-02-27,1,102.963046748419
2016-02-29,1,172.54549165432
2016-03-01,1,154.381725430515
2016-03-02,1,110.760624850101
2016-03-03,1,90.1641956064809
2016-03-04,1,101.491390380781
2016-03-05,1,84.0055021453306
2016-03-06,1,106.098595316453
2016-03-07,1,219.70334363217
2016-03-08,1,206.617915974392
2016-03-09,1,168.562521263266
2016-03-10,1,130.329104300378
2016-03-11,1,149.899185614984
2016-03-12,1,123.231912063926
2016-03-14,1,223.491175769246
2016-03-15,1,145.015276562334
2016-03-16,1,126.251408320256
2016-03-17,1,150.022298270726
2016-03-18,1,148.99034544383
2016-03-19,1,142.304481156047
2016-03-21,1,175.91929205977
2016-03-22,1,176.065376368299
2016-03-23,1,129.978052315159
2016-03-24,1,222.025933858726
2016-03-26,1,260.043043883659
2016-03-29,1,126.139392609
2016-03-30,1,122.78651147506
2016-03-31,1,138.549336474714
2016-04-01,1,103.352081597367
2016-04-02,1,91.2045691903564
2016-04-03,1,56.4701043052118
2016-04-04,1,111.211239100011
2016-04-05,1,98.5399997553871
2016-04-06,1,133.849006447607
2016-04-07,1,108.300160173595
2016-04-08,1,124.295206237464
2016-04-09,1,88.9359978315912
2016-04-11,1,210.639713225271
2016-04-12,1,218.436167203457
2016-04-13,1,146.489171576866
2016-04-14,1,161.934338471871
2016-04-15,1,140.239493853669
2016-04-16,1,136.745151445139
2016-04-18,1,128.189514673707
2016-04-19,1,124.875251101232
2016-04-20,1,152.624702030818
2016-04-21,1,161.035391643053
2016-04-22,1,116.002412980334
2016-04-23,1,130.765241898918
2016-04-25,1,145.300540130805
2016-04-26,1,138.247623752985
2016-04-27,1,112.942035644667
2016-04-28,1,133.890890835207
2016-04-29,1,121.142265951508
2016-04-30,1,72.8642348945438
2016-05-01,1,77.0401628197958
2016-05-02,1,155.649687747298
2016-05-03,1,110.492480270023
2016-05-04,1,138.555539197049
2016-05-06,1,95.7164938329588
2016-05-07,1,90.6938760119877
2016-05-09,1,151.194857250584
2016-05-10,1,133.892141674336
2016-05-11,1,122.353968405616
2016-05-12,1,111.921567794302
2016-05-13,1,127.240198343129
2016-05-14,1,113.459522143855
2016-05-17,1,201.23880459683
2016-05-18,1,153.401674448779
2016-05-19,1,126.013754476537
2016-05-20,1,136.974478121729
2016-05-21,1,75.1917365933235
2016-05-23,1,146.293434680886
2016-05-24,1,117.635915320353
2016-05-25,1,151.50544436047
2016-05-26,1,112.971209554608
2016-05-27,1,127.337077240697
2016-05-28,1,111.126544483535
2016-05-30,1,121.311615034346
2016-05-31,1,98.7118184983709
2016-06-01,1,145.294463848578
2016-06-02,1,140.644209181269
2016-06-03,1,103.509664333787
2016-06-04,1,80.8515694950643
2016-06-05,1,45.6573414976782
2016-06-06,1,145.575279036698
2016-06-07,1,107.879006104624
2016-06-08,1,122.338403583914
2016-06-09,1,124.183602654136
2016-06-10,1,98.1249667325646
2016-06-11,1,150.009190241652
2016-06-13,1,137.933791639396
2016-06-14,1,129.968529782808
2016-06-15,1,111.004671346367
2016-06-16,1,132.414652003595
2016-06-17,1,158.070459851241
2016-06-18,1,144.079740665885
2016-06-19,1,47.6370673914882
2016-06-20,1,182.62665441747
2016-06-21,1,175.86288223316
2016-06-22,1,96.1270549863919
2016-06-23,1,133.460841996873
2016-06-24,1,121.349265540869
2016-06-25,1,131.316800393085
2016-06-26,1,65.1887825344446
2016-06-27,1,157.253118811969
2016-06-28,1,132.652255878668
2016-06-29,1,114.284111364353
2016-06-30,1,127.047780396119
2016-07-01,1,149.282876372134
2016-07-02,1,141.905141968707
2016-07-03,1,57.7287628937087
2016-07-04,1,156.137788696733
2016-07-05,1,167.525105880133
2016-07-06,1,161.379757299476
2016-07-08,1,121.938828035124
2016-07-09,1,106.212768904121
2016-07-11,1,159.336848198228
2016-07-12,1,145.694914066961
2016-07-13,1,110.464854153921
2016-07-14,1,139.194547030553
2016-07-15,1,118.097021271882
2016-07-16,1,130.251974192642
2016-07-19,1,102.064982163795
2016-07-20,1,111.008745891222
2016-07-21,1,106.939967472031
2016-07-22,1,42.6973585292886
2016-07-23,1,93.2119916674169
2016-07-25,1,170.181675435962
2016-07-26,1,170.417930777845
2016-07-27,1,161.543883994612
2016-07-28,1,149.596812899568
2016-07-29,1,130.411809329787
2016-07-30,1,124.845699577903
2016-08-01,1,180.277712409937
2016-08-02,1,173.68362868355
2016-08-03,1,133.703604593485
2016-08-04,1,162.5065307923
2016-08-05,1,103.627782342225
2016-08-06,1,136.615651852846
2016-08-07,1,87.3917382336931
2016-08-08,1,145.302750582189
2016-08-09,1,181.872708647609
2016-08-10,1,132.234907102942
2016-08-11,1,148.968728492345
2016-08-12,1,199.371055854277
2016-08-13,1,139.752505364548
2016-08-16,1,111.749547944624
2016-08-17,1,149.487205630598
2016-08-18,1,107.227855794893
2016-08-19,1,136.529185453298
2016-08-20,1,93.508762349814
2016-08-22,1,178.7347669476
2016-08-23,1,115.94365156832
2016-08-24,1,104.868666191223
2016-08-25,1,99.2753957655243
2016-08-26,1,76.9339028369024
2016-08-27,1,74.7821445419208
2016-08-29,1,149.586449280649
2016-08-30,1,140.972432865854
2016-09-01,1,155.500693164599
2016-09-02,1,152.640637879803
2016-09-03,1,150.257705557573
2016-09-04,1,53.7408984431314
2016-09-05,1,148.644765677816
2016-09-06,1,116.041811445676
2016-09-07,1,120.871445373069
2016-09-08,1,128.208918321735
2016-09-09,1,119.445205152012
2016-09-10,1,114.053854536213
2016-09-13,1,140.305370540738
2016-09-14,1,96.5764514469696
2016-09-15,1,232.537897131173
2016-09-16,1,117.319158669986
2016-09-17,1,129.19573256615
2016-09-19,1,122.985098056449
2016-09-20,1,136.152096339969
2016-09-21,1,138.159796952495
2016-09-22,1,125.303188575471
2016-09-23,1,97.0970818029096
2016-09-24,1,121.138270830645
2016-09-25,1,50.3311604526401
2016-09-26,1,163.943771777339
2016-09-27,1,129.020405915994
2016-09-28,1,122.828520908597
2016-09-29,1,160.246793277561
2016-09-30,1,192.502546718906
2016-10-01,1,195.884499644209
2016-10-02,1,44.024715490326
2016-10-04,1,186.385852382689
2016-10-05,1,155.32142945535
2016-10-06,1,129.859342197622
2016-10-07,1,174.324736018934
2016-10-08,1,119.103780384006
2016-10-10,1,198.735205360115
2016-10-11,1,164.295110996634
2016-10-12,1,135.283818652817
2016-10-13,1,205.687279837231
2016-10-14,1,201.796031413173
2016-10-15,1,138.874318833545
2016-10-17,1,174.600848717235
2016-10-18,1,143.893792404416
2016-10-19,1,137.710535301419
2016-10-20,1,164.568127375516
2016-10-21,1,158.71745258186
2016-10-22,1,135.987305744203
2016-10-24,1,178.933215636219
2016-10-25,1,106.73399283056
2016-10-26,1,141.713391854419
2016-10-27,1,103.297365544911
2016-10-28,1,157.724940422382
2016-10-29,1,120.145650132827
2016-11-01,1,159.627640259098
2016-11-02,1,164.032369514175
2016-11-03,1,105.11515243272
2016-11-04,1,87.069141627081
2016-11-05,1,75.8078874310396
2016-11-06,1,77.6170271763319
2016-11-07,1,164.907990168283
2016-11-08,1,125.021304126449
2016-11-09,1,121.069327021883
2016-11-10,1,127.302853475129
2016-11-11,1,86.0049584028161
2016-11-12,1,83.3991697891546
2016-11-14,1,167.91583029449
2016-11-15,1,133.179589935575
2016-11-16,1,122.56159453098
2016-11-17,1,145.762092911131
2016-11-18,1,131.69377182214
2016-11-21,1,174.221897790081
2016-11-22,1,124.148206667778
2016-11-24,1,156.814071187767
2016-11-25,1,103.066198752251
2016-11-26,1,123.057872542901
2016-11-28,1,160.914975157251
2016-11-29,1,145.080323737882
2016-11-30,1,129.077918846469
2016-12-01,1,153.295614375009
2016-12-02,1,141.707976292118
2016-12-03,1,155.451713586544
2016-12-05,1,185.600236820487
2016-12-08,1,143.051017430842
2016-12-09,1,113.918196215701
2016-12-10,1,124.599600979453
2016-12-12,1,167.889219242422
2016-12-13,1,143.990074711266
2016-12-14,1,177.816021409822
2016-12-15,1,176.426311533357
2016-12-16,1,148.050162212288
2016-12-17,1,140.926090927902
2016-12-19,1,200.21749304783
2016-12-20,1,140.577501836492
2016-12-21,1,168.299506913574
2016-12-22,1,140.785940107735
2016-12-23,1,154.863502878406
2016-12-24,1,152.227085649552
2016-12-27,1,177.888607819197
2016-12-28,1,129.804398764328
2016-12-29,1,126.591919525305
2016-12-30,1,144.312976737824
2016-12-31,1,142.257102301707
2017-01-02,1,141.804521720039
2017-01-03,1,104.987684670164
2017-01-04,1,145.996361224906
2017-01-05,1,137.791222593902
2017-01-06,1,130.399457149533
2017-01-07,1,72.6113057711904
2017-01-08,1,64.6882296827018
2017-01-09,1,144.744464954973
2017-01-10,1,114.69240633362
2017-01-11,1,112.385842085156
2017-01-12,1,147.810860568619
2017-01-13,1,107.384512444888
2017-01-14,1,102.158208050677
2017-01-16,1,165.237813285444
2017-01-17,1,150.614433972946
2017-01-18,1,106.616896266861
2017-01-19,1,136.839945545615
2017-01-20,1,129.306021844236
2017-01-21,1,89.981251841031
2017-01-23,1,134.195426421133
2017-01-24,1,123.110567796539
2017-01-25,1,95.7222528345118
2017-01-26,1,116.106998762251
2017-01-27,1,88.7906576917875
2017-01-28,1,86.2044752731992
2017-01-30,1,116.675268285453
2017-01-31,1,129.036370542345
2017-02-01,1,105.557058515236
2017-02-02,1,123.959922494971
2017-02-03,1,99.8176406084013
2017-02-04,1,109.774839290884
2017-02-06,1,208.686962572537
2017-02-07,1,124.95544571735
2017-02-08,1,148.081845551934
2017-02-09,1,144.663203072745
2017-02-10,1,156.740483319258
2017-02-11,1,123.718812852031
2017-02-13,1,162.006220368896
2017-02-14,1,146.44912507263
2017-02-15,1,139.72092984504
2017-02-16,1,148.975659535262
2017-02-17,1,128.591222527484
2017-02-18,1,139.765319914235
2017-02-20,1,136.35921095567
2017-02-21,1,143.099132088604
2017-02-22,1,91.0946932697565
2017-02-23,1,99.4222089995611
2017-02-24,1,99.1759526215145
2017-02-25,1,83.4594708942823
2017-02-27,1,174.504999661523
2017-02-28,1,128.801546820387
2017-03-01,1,83.1485131098039
2017-03-02,1,121.6982510237
2017-03-03,1,157.170445106119
2017-03-04,1,145.599564572171
2017-03-05,1,41.4511367153507
2017-03-06,1,133.071246671441
2017-03-07,1,140.983274825927
2017-03-08,1,104.335983084758
2017-03-09,1,120.606498023049
2017-03-10,1,110.632250577519
2017-03-11,1,113.429964545107
2017-03-13,1,167.941349463137
2017-03-14,1,125.640331592306
2017-03-15,1,139.668402470204
2017-03-16,1,106.507276420639
2017-03-17,1,83.421504333907
2017-03-18,1,127.144017786818
2017-03-20,1,125.517140985963
2017-03-21,1,134.559630813494
2017-03-22,1,132.686632368433
2017-03-23,1,150.475389400631
2017-03-24,1,105.394705440492
2017-03-25,1,105.776645412471
2017-03-27,1,263.857309274555
2017-03-28,1,179.048020828796
2017-03-29,1,174.334837028337
2017-03-30,1,220.96084782937
2017-03-31,1,148.63225361305
2017-04-01,1,199.723965071197
2017-04-02,1,85.4491718077011
2017-04-03,1,213.277086894298
2017-04-04,1,196.416508752073
2017-04-05,1,142.039636615722
2017-04-06,1,159.355701239983
2017-04-07,1,166.957901676431
2017-04-08,1,129.085899341616
2017-04-10,1,167.289650725052
2017-04-11,1,151.348613411878
2017-04-12,1,184.459607707391
2017-04-13,1,275.215554834572
2017-04-15,1,277.091526641535
2017-04-18,1,179.727583460772
2017-04-19,1,120.185658637229
2017-04-20,1,107.552095941746
2017-04-21,1,126.474592493194
2017-04-22,1,142.152104232445
2017-04-24,1,155.682041230354
2017-04-25,1,93.6770835484788
2017-04-26,1,112.184835932909
2017-04-27,1,109.317882406444
2017-04-28,1,94.7487989793399
2017-04-29,1,82.2859888047691
2017-05-02,1,160.958487368074
2017-05-03,1,108.843436363631
2017-05-04,1,124.022132797692
2017-05-05,1,106.466988113687
2017-05-06,1,124.314511986495
2017-05-07,1,76.9502743778437
2017-05-08,1,140.181467969589
2017-05-09,1,107.749489042721
2017-05-10,1,111.120363071018
2017-05-11,1,106.541463122043
2017-05-12,1,124.378463630277
2017-05-13,1,127.645961461326
2017-05-15,1,162.776765996211
2017-05-17,1,94.318375132429
2017-05-18,1,118.39001510492
2017-05-19,1,144.524040166024
2017-05-20,1,92.6948128771127
2017-05-22,1,118.191973269133
2017-05-23,1,99.9585567186823
2017-05-24,1,149.785674522169
2017-05-26,1,112.469390848608
2017-05-27,1,99.6475036214046
2017-05-29,1,116.114054785625
2017-05-30,1,133.382716474135
2017-05-31,1,149.085380142385
2017-06-01,1,146.996877273041
2017-06-02,1,95.2872068977009
2017-06-03,1,116.305403429963
2017-06-04,1,46.0009251825104
2017-06-06,1,211.102296624795
2017-06-07,1,78.3291089444161
2017-06-09,1,114.039887496562
2017-06-10,1,89.0600536167288
2017-06-12,1,190.439127395888
2017-06-14,1,111.914594302732
2017-06-15,1,111.48338158184
2017-06-16,1,137.345233036922
2017-06-17,1,85.5613437065691
2017-06-18,1,57.2226760272309
2017-06-19,1,174.96210393751
2017-06-20,1,131.285554314962
2017-06-21,1,126.017314474371
2017-06-22,1,126.860019378902
2017-06-23,1,155.769987033444
2017-06-24,1,150.990457937271
2017-06-25,1,54.8621163540347
2017-06-26,1,193.591966316075
2017-06-27,1,120.301807264833
2017-06-28,1,139.618206815038
2017-06-29,1,140.839131158604
2017-06-30,1,95.3649752053236
2017-07-01,1,137.889933302529
2017-07-02,1,35.9763736811234
2017-07-05,1,128.960896358343
2017-07-06,1,148.414440750051
2017-07-07,1,122.051630687001
2017-07-08,1,123.171979343631
2017-07-10,1,161.94421452991
2017-07-11,1,146.540938440915
2017-07-12,1,129.751829109901
2017-07-13,1,157.248551245056
2017-07-14,1,129.73481808006
2017-07-15,1,126.22641816155
2017-07-17,1,180.237575726972
2017-07-18,1,166.285815074116
2017-07-19,1,98.7256070341729
2017-07-20,1,139.120417243657
2017-07-21,1,101.442923977096
2017-07-22,1,112.464600509013
2017-07-24,1,210.771521570154
2017-07-25,1,178.887014017733
2017-07-26,1,147.512341221107
2017-07-27,1,170.530189825342
2017-07-28,1,133.821012420656
2017-07-29,1,154.343877769756
2017-07-31,1,166.299102643963
2017-08-01,1,137.026805695095
2017-08-02,1,137.236083777292
2017-08-03,1,139.556279680341
2017-08-04,1,125.531653467793
2017-08-05,1,172.50332088875
2017-08-06,1,95.7647562512043
2017-08-07,1,208.008406337256
2017-08-08,1,150.173323529351
2017-08-09,1,99.5460387943746
2017-08-10,1,160.642285169247
2017-08-11,1,134.165752305575
2017-08-12,1,139.116042320784
2017-08-14,1,146.039362841388
2017-08-15,1,128.463108101167
2017-08-16,1,98.9693845575404
2017-08-17,1,106.436061997471
2017-08-18,1,75.9814457716173
2017-08-19,1,99.435601503117
2017-08-21,1,206.634350251175
2017-08-22,1,140.899591761117
2017-08-23,1,102.277761977764
2017-08-24,1,99.7057523319369
2017-08-25,1,115.792568638417
2017-08-26,1,103.542579399379
2017-08-28,1,170.530690969119
2017-08-29,1,109.229555214439
2017-08-30,1,148.940858953358
2017-08-31,1,136.644931881822
2017-09-01,1,122.739268525091
2017-09-02,1,105.972307092039
2017-09-03,1,65.1087253979071
2017-09-04,1,167.759883961351
2017-09-05,1,128.37362990903
2017-09-06,1,102.480257240825
2017-09-07,1,127.884023769371
2017-09-08,1,131.683762332367
2017-09-09,1,105.718715068039
2017-09-11,1,161.915044629867
2017-09-12,1,141.940914539907
2017-09-13,1,118.923170584909
2017-09-14,1,129.25266163422
2017-09-15,1,109.255978409578
2017-09-16,1,116.869037834013
2017-09-18,1,185.8428716945
2017-09-19,1,148.539442235273
2017-09-20,1,157.451548861485
2017-09-21,1,126.7813722177
2017-09-22,1,136.174413627573
2017-09-23,1,111.37124528404
2017-09-24,1,56.3227487336683
2017-09-25,1,176.137234059537
2017-09-26,1,140.137955291952
2017-09-27,1,121.555579775327
2017-09-28,1,124.984519739847
2017-09-29,1,205.945859876596
2017-09-30,1,193.698637137619
2017-10-01,1,137.998245123215
2017-10-02,1,164.110330800429
2017-10-04,1,142.041046699402
2017-10-05,1,114.888465856672
