ds,Niederschlag,Sonne_h,Temperatur_max,SoFe_SH,HeFe_SH,WiFe_SH,Kieler_Woche,karfreitag,ostermontag,himmelfahrt,pfingstmontag,tag_der_arbeit,einheitstag,heilig_abend,weihnachten,silvester,neujahr,day_before_irregular_holiday
2015-09-19,"1,6","3,467","16,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-20,"0,1","7,283","16,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-21,1,"0,367","14,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-22,"1,3","0,45","15,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-23,0,"0,6","15,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-24,"2,4","5,1",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-25,0,"4,9","16,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-26,0,"8,05","17,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-27,0,"9,983","16,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-28,0,"8,217",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-29,0,"9,383","17,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-30,0,"11,117","16,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-01,0,"9,783","16,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-02,"0,1","7,817","18,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-03,0,"4,933","16,2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-10-04,0,"2,417","18,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-05,0,"6,317","18,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-06,3,"0,033","15,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-07,"12,4",0,"14,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-08,"1,1",0,"12,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-09,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-10,0,"6,633","10,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-11,0,"8,7","11,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-12,0,"8,167","9,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-13,3,0,"8,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-14,"1,4",0,"9,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-15,"1,4","0,017","12,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-16,"7,3",0,"10,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-17,"7,9",0,"11,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-18,"3,5",0,"11,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-19,0,"0,567","10,7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-20,"0,1","1,267","11,6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-21,0,"0,467",12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-22,"0,9",0,"13,1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-23,0,"6,683","14,8",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-24,"0,6","0,067",13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-25,0,"6,65","13,8",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-26,0,"7,45","12,9",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-27,0,"7,25","12,4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-28,0,"6,517","12,6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-29,0,"4,733","12,4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-30,0,0,"12,7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-31,0,"4,85",13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-01,0,0,"10,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-02,0,0,"10,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-03,0,0,"6,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-04,0,"5,183","10,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-05,"9,7","1,017","14,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-06,"9,6",0,"14,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-07,"3,5","0,083",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-08,"5,9","4,5","14,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-09,"4,8","0,583","14,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-10,"0,5",0,"15,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-11,"1,4",0,"14,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-12,0,"4,25","14,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-13,"7,2","2,8","13,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-14,"4,9","1,083","10,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-15,11,0,"9,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-16,"8,1","0,017",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-17,"14,3","0,067","13,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-18,"13,6","1,833","13,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-19,"5,6","0,667","11,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-20,"10,2","0,183","8,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-21,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-22,"6,7",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-23,"0,9","4,583","4,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-24,"3,1",0,"4,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-25,"0,1",0,"6,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-26,0,"5,567","7,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-27,0,0,"5,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-28,"7,2","2,9","7,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-29,"18,2",0,"10,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-30,"3,1","0,183","6,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-01,"2,8","0,767","8,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-02,0,0,"10,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-03,"1,6",0,"10,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-04,"0,9","1,433","9,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-05,"0,4",0,"9,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-06,"0,3","0,083","12,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-07,"0,4","1,033","9,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-08,"2,7","4,55","12,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-09,0,"3,983","10,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-10,"3,2",0,"7,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-11,"8,5",1,"7,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-12,"16,5","2,15","7,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-13,0,"4,35","6,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-14,"0,1",0,"4,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-15,"0,2",0,"5,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-16,"2,3",0,"10,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-17,"1,1",0,"12,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-18,"0,3",0,"12,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-19,0,"0,5","12,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-20,"0,1",0,"12,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-21,"4,6","0,217","11,6",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-22,"3,8",0,"13,4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-23,3,"0,233","12,9",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-24,1,"2,517","12,2",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2015-12-25,"10,4","3,483","8,8",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2015-12-26,"9,2",0,"13,7",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2015-12-27,0,0,"12,3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-28,0,0,"7,3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-29,0,"0,617",6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-30,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-31,"1,8",0,"5,9",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2016-01-01,0,"0,017","5,4",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2016-01-02,0,0,"4,2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-03,0,0,"-4,8",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-04,0,"1,117","-5,1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-05,0,"2,667","-2,3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-06,0,"4,767",-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-07,"5,7","0,233","-2,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-08,"3,6",0,"3,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-09,0,"1,75","4,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-10,"5,4",0,"3,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-11,"0,5","0,35","3,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-12,"5,3",0,"5,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-13,"0,7",0,"4,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-14,"0,5",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-15,0,"0,017","2,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-16,"0,1",0,"0,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-17,0,"2,667","0,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-18,0,"1,667","-0,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-19,"0,5",0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-20,0,"0,75","-0,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-21,0,"2,483","-3,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-22,"3,1","4,85","-1,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-23,0,0,"4,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-24,2,"0,067","7,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-25,0,0,"9,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-26,5,"0,633","10,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-27,"6,6",0,"11,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-28,"0,2","3,233","9,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-29,"13,5",0,"9,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-30,"13,9","0,233","9,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-31,"14,9","0,133","5,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-01,"4,4",0,"10,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-02,"3,8",0,"9,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-03,"2,8","0,5","6,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-04,"1,1","2,267","6,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-05,2,0,"7,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-06,0,"0,117","10,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-07,"0,8","0,667","11,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-08,"19,1","0,717","10,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-09,"19,5","2,35","7,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-10,"0,6","0,05","4,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-11,"3,8","0,4","6,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-12,"1,8","0,183","4,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-13,0,"0,417","3,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-14,"1,6",0,"3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-15,0,0,"2,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-16,0,"7,767","4,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-17,"0,2","6,767","3,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-18,0,"2,483","3,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-19,1,"0,967","5,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-20,"8,8",0,"7,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-21,"8,8",0,"9,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-22,"0,5","0,883","6,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-23,"1,5","5,967",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-24,"0,2","6,117","6,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-25,"2,8","2,617",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-26,0,"3,45","5,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-27,0,"1,783",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-28,0,"6,15","5,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-29,0,"1,05","3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-01,"2,3","1,983","3,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-02,8,0,"6,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-03,"0,5","0,117","6,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-04,"2,7","2,517","5,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-05,"3,4",0,"4,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-06,0,"1,183","6,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-07,0,"2,55","7,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-08,0,"3,333","6,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-09,0,"8,967","8,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-10,0,"0,283","4,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-11,0,"0,033","4,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-12,0,"0,1","3,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-13,0,0,"1,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-14,0,0,"5,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-15,0,"3,517","7,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-16,0,"9,1",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-17,0,"11,35","11,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-18,0,0,"6,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-19,0,"3,067","7,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-20,0,"2,983","10,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-21,"0,1","0,267","9,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-22,0,"0,433","9,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-23,0,"9,133","10,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-24,"1,2","4,083","10,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-25,"0,7",0,"8,7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-03-26,0,"6,917",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-27,"2,9","0,933","11,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-28,"2,1","5,067",14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2016-03-29,"1,5","5,383","11,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-30,"2,5","3,383","10,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-31,0,"6,017","10,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-01,0,"11,917","11,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-02,0,"7,633","15,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-03,"0,2","1,5","18,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-04,3,"2,667","21,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-05,"4,8",0,"11,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-06,"1,6","1,217","13,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-07,"3,2","5,033","10,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-08,"5,5","3,3","10,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-09,0,"5,967","11,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-10,0,"4,75","12,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-11,"2,2","9,9","11,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-12,"0,7","3,05","10,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-13,0,"3,45","11,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-14,0,"3,917","11,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-15,"0,1","0,933","11,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-16,"1,1","3,933","14,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-17,"0,1","10,117","11,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-18,"0,5","0,517","10,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-19,"0,1","5,267","11,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-20,0,"11,767",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-21,0,"10,867","13,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-22,0,"9,133","12,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-23,"0,1","9,233","11,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-24,0,"8,7","7,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-25,"8,8","1,217","6,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-26,"19,1","0,45","5,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-27,"4,5","0,25","6,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-28,"1,3","5,333","9,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-29,"4,9","4,9","11,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-30,"2,4","0,233",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-01,0,"13,717","12,3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-05-02,0,"12,683","20,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-03,"0,7","4,217","13,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-04,0,"13,133","13,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-05,0,"14,65","16,2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2016-05-06,0,"13,85","20,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-07,0,"14,8","23,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-08,0,"14,783","22,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-09,0,"14,567","20,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-10,0,"14,633",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-11,0,"13,85","22,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-12,0,"13,15","16,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-13,"6,9","13,183","21,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-14,"3,5","2,483","12,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-15,"1,7","4,183","12,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-16,0,"9,983","12,7",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2016-05-17,0,"0,233","11,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-18,0,"6,483","18,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-19,0,"8,683","20,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-20,"2,2","0,633","16,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-21,0,"3,267","22,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-22,"6,7","9,417","27,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-23,"1,2","0,433","17,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-24,"0,5","0,467","14,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-25,0,"1,817","19,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-26,"2,6",0,"14,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-27,0,"6,783","17,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-28,0,"9,95",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-29,0,"1,65","18,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-30,0,"10,783","21,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-31,"1,2","12,417","21,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-01,0,"8,15","23,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-02,0,"9,65","23,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-03,0,"13,933","24,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-04,0,"14,733","25,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-05,0,"15,683","26,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-06,0,"15,817","24,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-07,0,"14,55","27,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-08,0,"5,617","20,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-09,0,"14,217","22,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-10,0,"8,983","20,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-11,"1,6","11,5","18,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-12,"2,3",0,"15,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-13,6,"0,333",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-14,"8,7","0,383","18,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-15,20,"1,65","20,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-16,"4,4","5,367","20,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-17,0,4,"19,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-18,0,"9,25","19,3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-06-19,0,"0,95","16,8",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-06-20,"11,4","8,717","22,1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-06-21,0,"7,983","21,9",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-06-22,"0,3","6,55","24,3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-06-23,"5,3","7,55","29,9",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-06-24,"2,1","3,683","26,2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-06-25,"23,7",0,"19,3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-06-26,0,"9,167","21,1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-06-27,"2,9","6,65","20,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-28,"2,8","8,817","20,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-29,"0,7","4,367","20,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
