ds,Niederschlag,Sonne_h,Temperatur_max,SoFe_SH,HeFe_SH,WiFe_SH,Kieler_Woche,karfreitag,ostermontag,himmelfahrt,pfingstmontag,tag_der_arbeit,einheitstag,heilig_abend,weihnachten,silvester,neujahr,day_before_irregular_holiday
2016-06-30,"1,4","1,267","20,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-01,"12,3","0,817","21,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-02,"2,6","3,383","17,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-03,"1,4","10,9",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-04,"2,9","4,983","20,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-05,"12,7","3,45","20,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-06,0,"8,217","18,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-07,0,"7,4","19,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-08,0,"7,4","19,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-09,"3,8","5,567","21,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-10,"0,1","4,633","21,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-11,"4,3","3,367","26,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-12,0,"4,417","21,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-13,"6,8","8,567","21,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-14,"6,6","4,8","19,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-15,"1,1","5,367","18,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-16,"0,8","1,45","18,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-17,"0,3","1,65","19,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-18,"1,5","2,967","19,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-19,0,"2,167","21,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-20,0,"4,05","25,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-21,"0,3","15,283","27,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-22,0,"8,467","29,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-23,"2,6","9,183","28,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-24,0,"8,65","26,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-25,0,"12,55","26,5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-26,"2,4","4,583","27,4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-27,0,"11,667","23,3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-28,"4,9","3,833",23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-29,0,"10,917","23,7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-30,4,"3,083","23,6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-31,"13,8","5,117","21,5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-01,"1,8","3,1","19,6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-02,0,"6,4","20,5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-03,"0,2","7,683","22,1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-04,"4,5","0,033","20,9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-05,"1,7","5,433","22,6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-06,0,"6,517","22,2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-07,"3,3","6,667",20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-08,"0,2","3,733","23,6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-09,"0,3","3,817","20,7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-10,"0,8","4,817","16,9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-11,"1,5","10,05","16,8",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-12,"1,5","2,883","15,2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-13,"0,3","0,25","19,6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-14,"0,4","1,35","19,9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-15,"0,4","1,35","19,9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-16,"0,4","1,35","19,9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-17,"0,7","5,9","20,4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-18,0,"6,2",21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-19,0,"13,183","21,5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-20,0,"13,183","20,8",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-21,0,"5,85","19,9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-22,"0,5","8,267","22,2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-23,"10,2","3,267","22,2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-24,"1,5","7,85","22,1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-25,"7,7","0,85","21,2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-26,0,"4,8","23,7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-27,0,"13,417","27,5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-28,0,"13,6","30,5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-29,0,"12,85","30,3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-30,"14,7","12,3","21,3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-31,"3,8","4,917","25,5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-01,0,"7,083","20,1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-02,0,"11,5","21,9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-03,0,"12,317","24,7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-04,"1,5","8,483","22,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-05,"0,9","5,083","20,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-06,"16,5","2,933","21,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-07,"7,3","0,633","21,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-08,"0,1","10,267","19,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-09,0,"11,117","23,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-10,0,"11,283","25,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-11,0,"12,3","27,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-12,0,"8,483","23,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-13,"0,1","10,8","25,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-14,0,"5,1","21,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-15,0,"11,783","27,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-16,0,"11,733","29,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-17,0,"11,117","27,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-18,0,"11,967","24,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-19,"2,6","6,4","24,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-20,0,"3,9","19,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-21,0,"2,6",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-22,0,"2,083",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-23,0,"5,883","18,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-24,0,"6,55","19,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-25,0,"5,85","20,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-26,"0,1","4,95",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-27,0,"10,267",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-28,"0,2","10,85","23,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-29,"0,1","3,85","19,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-30,0,"9,267","21,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-01,0,"4,1","20,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-02,"6,3",0,"18,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-03,"5,6","3,733","15,7",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-10-04,"0,1","5,067","17,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-05,0,"5,517","17,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-06,"3,7","0,4","15,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-07,0,"6,133","14,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-08,0,"6,85",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-09,0,0,"12,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-10,0,0,"11,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-11,"4,7","4,2","12,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-12,"8,4","0,383","10,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-13,"12,4","0,933","12,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-14,"3,7",0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-15,"6,2","0,05","10,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-16,0,"1,583","11,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-17,0,"0,883","9,9",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-18,"0,7",0,"9,4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-19,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-20,1,0,"10,3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-21,"2,5","0,85","14,6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-22,"7,4","0,383",10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-23,"5,6","0,383","10,7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-24,"9,4","1,3","11,8",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-25,"8,3",0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-26,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-27,0,"2,567","10,8",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-28,0,"2,067","10,2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-29,"1,2","1,133","8,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-30,0,"1,183","14,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-31,"1,6","1,017","14,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-01,0,"3,067","12,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-02,"0,1","5,783","12,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-03,"2,2",0,"12,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-04,"0,5","0,517","11,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-05,0,"4,2","8,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-06,"3,5","4,083","7,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-07,"0,6","0,15","8,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-08,"3,7",0,"6,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-09,"0,9","0,117","7,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-10,0,0,"4,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-12,0,"6,15","2,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-13,1,"0,017","4,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-14,"0,1","3,617","6,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-15,0,"4,533","3,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-16,0,"2,3","2,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-17,"3,3","3,183","2,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-18,"0,2",0,"10,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-19,"7,4",0,"10,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-20,"3,9","1,767","9,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-21,"0,4","1,583","8,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-22,0,"1,467","7,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-23,"2,9","1,017","12,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-24,"0,4",0,"12,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-25,0,"0,033","13,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-26,0,"0,033","11,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-27,0,"5,017","6,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-28,0,0,"5,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-29,"0,1","0,033",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-30,0,"5,517",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-01,0,"4,95","4,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-02,"0,5","4,383","4,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-03,"2,7",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-04,"0,1","0,133",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-05,0,"5,1","7,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-06,0,"2,683","1,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-07,0,0,"4,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-08,0,"0,4","5,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-09,1,0,"6,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-10,"0,5",0,"8,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-11,"1,1",0,"9,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-12,"0,8",0,"10,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-13,"10,7",0,"10,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-14,"2,5","0,167","8,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-15,"0,4","0,35",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-16,"1,6",0,"6,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-17,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-18,0,0,"1,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19,0,0,"1,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-20,"1,4",0,"6,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-21,0,0,"7,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-22,0,0,"5,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-23,0,0,"4,4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-24,"0,4","1,617","5,9",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2016-12-25,"0,9",0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2016-12-26,"0,9",0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2016-12-27,"0,9",0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-28,"2,7",0,"7,3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-29,"12,4","0,033","7,3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-30,"3,5",0,"11,1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-31,"2,8","1,55","11,1",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2017-01-01,0,"1,017","8,8",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2017-01-02,0,"1,017","8,8",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-03,0,"3,783","8,1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-04,0,"4,417","5,7",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-05,0,"2,8","2,9",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-06,"0,1",0,"5,7",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-07,"3,7",0,"5,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-08,"1,7","4,5",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-09,"8,6",0,"7,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-10,0,"2,333","5,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-11,0,"1,85","0,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-12,0,5,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-13,"0,4",0,"3,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-14,0,0,"3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-15,"0,1",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-16,0,0,"3,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-17,"11,2","0,117","7,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-18,"4,6","2,067","5,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-19,"1,3","3,367","3,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-20,0,"3,567","2,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-21,0,"1,433","2,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-22,0,"5,533",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-23,0,"1,85","1,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-24,0,0,"0,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-25,0,0,"2,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-26,0,0,"4,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-27,0,"0,183","6,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-28,0,0,"3,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-29,0,"0,367","1,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-30,0,0,"2,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-31,0,0,"-0,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-01,0,"0,833","1,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-02,0,"7,05","3,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-03,"0,7","5,933","4,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-04,"1,7",0,"4,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-05,"4,9",0,"3,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-06,0,"0,1","3,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-07,0,0,"1,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-08,"0,5",0,"3,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-09,"1,1",0,"2,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-10,"0,1","0,167","6,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-11,"1,1",0,"4,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-12,0,"0,233","3,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-13,"0,6",0,"1,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-14,0,0,"-0,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-15,0,"0,033","-1,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-16,0,"0,233","-0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-17,0,0,"0,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-18,0,0,"0,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-19,0,"7,1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-20,0,"5,167",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-21,0,"7,65","9,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-22,"2,1","1,633","6,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-23,"0,3","0,333","7,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-24,"0,2",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-25,"1,2",0,"6,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-26,"2,1",0,"8,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-27,"14,9","3,383","8,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-28,"2,3","0,867","8,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-01,"17,3",0,"7,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-02,"0,3","5,967","6,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-03,"6,9",0,"5,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-04,"3,2",0,"8,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-05,"0,3",0,"11,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-06,4,"2,133","9,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-07,"1,3","1,3","6,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-08,"1,4","2,933","8,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-09,"0,2","6,9","10,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-10,"0,2","0,783","10,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-11,"2,4","0,183","9,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-12,0,0,"4,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-14,"0,3","0,533","6,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-15,3,"0,383","9,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-16,0,"5,25","10,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-17,0,"5,95","9,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-18,0,"2,267",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-19,0,"1,217","8,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-20,"0,2","2,083","12,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-21,0,"9,55","11,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-22,0,"3,667","14,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-23,"12,3","1,783",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-24,"0,5","4,567","8,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-25,"14,9",0,"8,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-26,12,"0,167","11,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-27,0,"6,217","10,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-28,0,"11,617","12,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-29,0,"5,233","9,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-30,0,"11,483","12,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-31,0,"7,833","11,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-01,0,"6,467","11,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-02,0,"9,65","15,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-03,"0,5","11,817","16,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-04,"0,4","0,017","10,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-05,0,"1,833","18,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-06,"0,3","8,017","21,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-07,"0,9","7,683","17,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-08,0,"6,783",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-09,0,"11,417","11,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-10,0,"10,783","14,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-11,0,"3,9","11,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
